0 0.642162
500 0.611213
1000 0.604512
1500 0.613244
2000 0.631946
2500 0.613338
3000 0.596127
3500 0.610584
4000 0.629611
4500 0.618997
5000 0.629894
5500 0.610262
6000 0.616341
6500 0.605673
7000 0.595569
7500 0.618195
8000 0.635948
8500 0.611409
9000 0.607712
9500 0.607612
10000 0.598987
10500 0.601722
11000 0.601445
11500 0.598925
12000 0.604741
12500 0.6112
13000 0.596776
13500 0.586281
14000 0.584456
14500 0.591999
15000 0.588857
15500 0.604327
16000 0.600846
16500 0.588279
17000 0.592486
17500 0.588715
18000 0.592915
18500 0.595423
19000 0.576612
19500 0.590633
20000 0.580126
20500 0.578318
21000 0.561814
21500 0.59838
22000 0.587131
22500 0.590366
23000 0.605249
23500 0.607786
24000 0.595621
24500 0.599612
25000 0.59895
25500 0.612424
26000 0.620016
26500 0.627294
27000 0.627017
27500 0.627995
28000 0.629618
28500 0.617046
29000 0.599403
29500 0.591319
30000 0.587647
30500 0.608359
31000 0.595702
31500 0.614029
32000 0.62066
32500 0.597073
33000 0.621683
33500 0.624043
34000 0.61117
34500 0.607786
35000 0.612148
35500 0.617189
36000 0.604125
36500 0.601096
37000 0.604287
37500 0.587779
38000 0.583026
38500 0.581361
39000 0.608876
39500 0.599169
40000 0.615978
40500 0.619247
41000 0.609518
41500 0.61457
42000 0.612347
42500 0.585535
43000 0.582318
43500 0.601363
44000 0.610885
44500 0.608693
45000 0.601573
45500 0.594084
46000 0.589022
46500 0.570673
47000 0.592946
47500 0.59582
48000 0.582238
48500 0.599595
49000 0.597861
49500 0.60911
50000 0.608131
50500 0.591871
51000 0.613441
51500 0.605992
52000 0.60263
52500 0.604238
53000 0.607661
53500 0.621991
54000 0.596098
54500 0.593666
55000 0.595513
55500 0.605146
56000 0.607979
56500 0.589507
57000 0.592432
57500 0.603286
58000 0.591582
58500 0.616029
59000 0.601736
59500 0.615687
60000 0.626518
60500 0.62545
61000 0.595729
61500 0.619054
62000 0.592792
62500 0.620914
63000 0.606915
63500 0.612651
64000 0.628132
64500 0.617851
65000 0.607394
65500 0.606769
66000 0.587181
66500 0.606907
